rank,name,country,region,hospital_type,total_score,percentile,certification_count
1735,New Varalakshmi Hospital,India,Unknown,General Hospital,12.0,82.11,1
1736,Newera Hospitals Mumbai Pvt. Ltd.,India,Unknown,General Hospital,12.0,82.10,1
1737,Ng Hospital (P) Ltd. And Research Centre,India,Unknown,General Hospital,12.0,82.09,1
1738,Nibedita Health Care (A Unit Of Gangapada Super Speciality Hospital Pvt. Ltd.),India,Unknown,Multi-specialty Hospital,12.0,82.08,1
1739,Nice Hospital (A Unit Of Nice Foundation),India,Unknown,General Hospital,12.0,82.07,1
1740,Nidan Nursing Home,India,Unknown,Nursing Home,12.0,82.06,1
1741,Nightingale Diagnostic And Medicare Centre Pvt. Ltd.,India,Unknown,General Hospital,12.0,82.05,1
1742,Nilay Hospital,India,Unknown,General Hospital,12.0,82.03,1
1743,Nims Hospital,India,Unknown,General Hospital,12.0,82.02,1
1744,Nims Medicity,India,Unknown,General Hospital,12.0,82.01,1
1745,Nine Pearls Healthcare Pvt. Ltd.,India,Unknown,General Hospital,12.0,82.00,1
1746,Niramay Hospital,India,Unknown,General Hospital,12.0,81.99,1
1747,Niramaya Hospital,India,Unknown,General Hospital,12.0,81.98,1
1748,Niramaya Hospitals Pvt Ltd,India,Unknown,General Hospital,12.0,81.97,1
1749,Niramaya Superspeciality Hospital & Cancer Center,India,Unknown,Cancer Specialty,12.0,81.96,1
1750,Nirmal Ashram Eye Institute,India,Unknown,Eye Specialty,12.0,81.95,1
1751,Nirmal Ashram Hospital,India,Unknown,General Hospital,12.0,81.94,1
1752,Nirmala Hospital,India,Unknown,General Hospital,12.0,81.93,1
1753,Nirmala Multispeciality Hospital,India,Unknown,General Hospital,12.0,81.92,1
1754,Nirmala Nursing Home,India,Unknown,Nursing Home,12.0,81.91,1
1755,Nirnoy Hospital Private Limited,India,Unknown,General Hospital,12.0,81.90,1
1756,Nirogdham Hospital & Research Centre,India,Unknown,General Hospital,12.0,81.89,1
1757,Nishat Hospital,India,Unknown,General Hospital,12.0,81.88,1
1758,Nithish Ge Speciality Hospital,India,Unknown,General Hospital,12.0,81.87,1
1759,Nithya Hospital,India,Unknown,General Hospital,12.0,81.86,1
1760,Nivedita Hospital & Polyclinic Pvt. Ltd.,India,Unknown,Clinic,12.0,81.85,1
1761,Nizar Hospital,India,Unknown,General Hospital,12.0,81.84,1
1762,Nks Hospital,India,Unknown,General Hospital,12.0,81.83,1
1763,Nm Hospital Private Limited,India,Unknown,General Hospital,12.0,81.82,1
1764,Noblecare Super Speciality Hospital & Trauma Centre,India,Unknown,Multi-specialty Hospital,12.0,81.81,1
1765,Noida International Institute Of Medical Science,India,Unknown,General Hospital,12.0,81.80,1
1766,Noon Hospital And Research Centre,India,Unknown,General Hospital,12.0,81.79,1
1767,Noor Institute Of Medical Specialities Private Limited (Nims Hospital),India,Unknown,General Hospital,12.0,81.78,1
1768,Noora Hospital (A Unit Of Accrete Healthcare Private Limited),India,Unknown,General Hospital,12.0,81.77,1
1769,Nori Multi Speciality Hospital,India,Unknown,General Hospital,12.0,81.76,1
1770,North Bengal Neuro Centre Pvt. Ltd.,India,Unknown,Neurology Specialty,12.0,81.75,1
1771,North City Hospital & Neuro Institute Pvt. Ltd.,India,Unknown,Neurology Specialty,12.0,81.74,1
1772,North East Cancer Hospital And Research Institute,India,Unknown,Cancer Specialty,12.0,81.73,1
1773,Nowrosjee Wadia Maternity Hospital,India,Unknown,Women & Child Specialty,12.0,81.71,1
1774,Nrt Hospital,India,Unknown,General Hospital,12.0,81.70,1
1775,Nspb Shaheed Bhagat Singh Eye Hospital,India,Unknown,Eye Specialty,12.0,81.69,1
1776,Ntc Hospitals & Ntc Institute Of Medical Sciences,India,Unknown,General Hospital,12.0,81.68,1
1777,Nu Hospitals Pvt Ltd (Ambur),India,Unknown,General Hospital,12.0,81.67,1
1778,Nuha Hospitals,India,Unknown,General Hospital,12.0,81.66,1
1779,Nutan Ojas Hospital,India,Unknown,General Hospital,12.0,81.65,1
1780,Nutema Hospital,India,Unknown,General Hospital,12.0,81.64,1
1781,Nys Hospitals Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.63,1
1782,Octavia Hospital,India,Unknown,General Hospital,12.0,81.62,1
1783,Ohio Hospital And Medical Center,India,Unknown,General Hospital,12.0,81.61,1
1784,Om Chaitanya Hospital,India,Unknown,General Hospital,12.0,81.60,1
1785,Om Multispeciality Hospital,India,Unknown,General Hospital,12.0,81.59,1
1786,Omega Bannu Hospitals (A Unit Of Kakathiya Institute Of Oncology Pvt. Ltd.),India,Unknown,Cancer Specialty,12.0,81.58,1
1787,Omega Sushruta Hospitals (A Unit Of Sathavahana Institute Of Oncology Private Limitied),India,Unknown,Cancer Specialty,12.0,81.57,1
1788,One Care Medical Centre,India,Unknown,General Hospital,12.0,81.56,1
1789,Onus Hospitals,India,Unknown,General Hospital,12.0,81.55,1
1790,Op Jindal Hospital And Research Center,India,Unknown,General Hospital,12.0,81.54,1
1791,Opal Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.53,1
1792,Optilife Multispeciality Hospital,India,Unknown,General Hospital,12.0,81.52,1
1793,Orchid Multi Superspeciality Hospital,India,Unknown,General Hospital,12.0,81.51,1
1794,Oriion Citicare Superspecialty Hospital,India,Unknown,General Hospital,12.0,81.50,1
1795,Ortho Plus Hospital,India,Unknown,Orthopedic Specialty,12.0,81.49,1
1796,Orthoplus Hospital,India,Unknown,Orthopedic Specialty,12.0,81.48,1
1797,Oscar Hospital,India,Unknown,General Hospital,12.0,81.47,1
1798,Oscar Multispeciality Hospital,India,Unknown,General Hospital,12.0,81.46,1
1799,Oscar Super Speciality Hospital & Trauma Centre Pvt.Ltd.,India,Unknown,Multi-specialty Hospital,12.0,81.45,1
1800,Oscar Superspeciality Hospital,India,Unknown,General Hospital,12.0,81.44,1
1801,Ourlady Of Health Multispeciality Hospital,India,Unknown,General Hospital,12.0,81.43,1
1802,Oyster & Pearl Hospital,India,Unknown,General Hospital,12.0,81.42,1
1803,Ozone Hospitals (A Unit Of Ozone Institute Of Medical Sciences Pvt. Ltd.),India,Unknown,General Hospital,12.0,81.41,1
1804,Ozone Multispeciality Hospital,India,Unknown,General Hospital,12.0,81.40,1
1805,P L Sharma District Hospital Meerut,India,Unknown,Government Hospital,12.0,81.38,1
1806,P.K. Das Institute Of Medical Sciences,India,Unknown,General Hospital,12.0,81.37,1
1807,P.M. Santosha Hospital,India,Unknown,General Hospital,12.0,81.36,1
1808,P.N.N.M Hospital,India,Unknown,General Hospital,12.0,81.35,1
1809,Paalana Institute Of Medical Sciences,India,Unknown,General Hospital,12.0,81.34,1
1810,Pace Hospitals,India,Unknown,General Hospital,12.0,81.33,1
1811,Pacific Institute Of Medical Sciences (Pims) Umarda ;Udaipur,India,Unknown,General Hospital,12.0,81.32,1
1812,Padhar Hospital,India,Unknown,General Hospital,12.0,81.31,1
1813,Padmaja Hospital,India,Unknown,General Hospital,12.0,81.30,1
1814,Padmini Care (A Unit Of Driems Institute Of Health Sciences & Hospital),India,Unknown,General Hospital,12.0,81.29,1
1815,Padmini Urology Clinic,India,Unknown,Clinic,12.0,81.28,1
1816,Paediatric Surgery Centre & P.G. Institute,India,Unknown,Pediatric Specialty,12.0,81.27,1
1817,Palakkad Institute Of Medical Sciences,India,Unknown,General Hospital,12.0,81.26,1
1818,Paliwal Hospital Multi Super Speciality Unit,India,Unknown,Multi-specialty Hospital,12.0,81.25,1
1819,Palna Bhatnagar Hospital,India,Unknown,General Hospital,12.0,81.24,1
1820,Pan Nagarabhavi Hospitals Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.23,1
1821,Pan Nagarbhavi Hospitals Private Limited,India,Unknown,General Hospital,12.0,81.22,1
1822,Panacea Hospital,India,Unknown,General Hospital,12.0,81.21,1
1823,Panacea Hospitals Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.20,1
1824,Panchshil Hospital & Stores,India,Unknown,General Hospital,12.0,81.19,1
1825,Panda Multispeciality Care Hospital & Research Centre,India,Unknown,General Hospital,12.0,81.18,1
1826,Pandey Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.17,1
1827,Pandit Hargovind Pant District Hospital,India,Unknown,Government Hospital,12.0,81.16,1
1828,Panimalar Medical College Hospital & Research Institute,India,Unknown,Teaching Hospital,12.0,81.15,1
1829,Parakh Hospital Private Limited,India,Unknown,General Hospital,12.0,81.14,1
1830,Param Superspeciality Hospital,India,Unknown,General Hospital,12.0,81.13,1
1831,Paramashetti Multispecality Hospital Miraj,India,Unknown,General Hospital,12.0,81.12,1
1832,Paramitha Children S Hospital,India,Unknown,Pediatric Specialty,12.0,81.11,1
1833,Paramitha Childrens Hospital Kompally Pvt. Ltd.,India,Unknown,Pediatric Specialty,12.0,81.10,1
1834,Paramount Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.09,1
1835,Paras Global Hospital,India,Unknown,General Hospital,12.0,81.08,1
1836,Paravti Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,81.06,1
1837,Pardi Hospital,India,Unknown,General Hospital,12.0,81.05,1
1838,Paret Mar Ivanios Hospital,India,Unknown,General Hospital,12.0,81.04,1
1839,Parijat Hospital,India,Unknown,General Hospital,12.0,81.03,1
1840,Parijat Sevalay Pvt. Ltd,India,Unknown,General Hospital,12.0,81.02,1
1841,Parivar Super Speciality Hospital & Research Centre,India,Unknown,Multi-specialty Hospital,12.0,81.01,1
1842,Park Clinic (C/O Park Medical Research And Welfare Society),India,Unknown,Clinic,12.0,81.00,1
1843,Parkar Hospital & Research Institute Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.99,1
1844,Parkview Super Speciality Hospital (A Unit Of Ankush Medicare Pvt. Ltd.),India,Unknown,Multi-specialty Hospital,12.0,80.98,1
1845,Parthona Orthopaedic & Super Specialty Hospital,India,Unknown,Orthopedic Specialty,12.0,80.97,1
1846,Pashupatinath Hospital Pvt. Ltd,India,Unknown,General Hospital,12.0,80.96,1
1847,Patel Smh Hospital And Paramedical College,India,Unknown,Teaching Hospital,12.0,80.95,1
1848,Patidar Hospital And Research Centre,India,Unknown,General Hospital,12.0,80.94,1
1849,Patil Nursing Home,India,Unknown,Nursing Home,12.0,80.93,1
1850,Patliputra Nursing Home,India,Unknown,Nursing Home,12.0,80.92,1
1851,Pavithra Hospitals Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.91,1
1852,Pawar Multispeciality Hospital And Diagnostic Centre Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.90,1
1853,Pbgm Superspeciality Hospital & Research Centre,India,Unknown,General Hospital,12.0,80.89,1
1854,People's Hospital,India,Unknown,General Hospital,12.0,80.88,1
1855,Peoples Heritage Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.87,1
1856,Peoples Super Speciality Hospital,India,Unknown,Multi-specialty Hospital,12.0,80.86,1
1857,Peoples Trauma & Emergency Hospital,India,Unknown,General Hospital,12.0,80.85,1
1858,Perfect Multispeciality Hospital And Cancer Centre,India,Unknown,Cancer Specialty,12.0,80.84,1
1859,Petals Newborn & Children Hospital,India,Unknown,Pediatric Specialty,12.0,80.83,1
1860,Phoenix Hospital,India,Unknown,General Hospital,12.0,80.82,1
1861,Phoenix Medical Centre Private Limited,India,Unknown,General Hospital,12.0,80.81,1
1862,Photon Hospital,India,Unknown,General Hospital,12.0,80.80,1
1863,Photon Super Speciality Hospital & Trauma Centre,India,Unknown,Multi-specialty Hospital,12.0,80.79,1
1864,Phular Superspeciality Hospital,India,Unknown,General Hospital,12.0,80.78,1
1865,Pioneer Hospital,India,Unknown,General Hospital,12.0,80.77,1
1866,Pioneer Hospitals Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.76,1
1867,Pkc Hospital,India,Unknown,General Hospital,12.0,80.75,1
1868,Pondicherry Institute Of Medical Sciences,India,Unknown,General Hospital,12.0,80.73,1
1869,Ponni Hospital,India,Unknown,General Hospital,12.0,80.72,1
1870,Ponra Multispeciality Hospital,India,Unknown,General Hospital,12.0,80.71,1
1871,Porwal Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.70,1
1872,Positron Hospital,India,Unknown,General Hospital,12.0,80.69,1
1873,Poulomi Hospitals Private Limited,India,Unknown,General Hospital,12.0,80.68,1
1874,Poyanil Hospital,India,Unknown,General Hospital,12.0,80.67,1
1875,Ppk Hospital,India,Unknown,General Hospital,12.0,80.66,1
1876,Prabhat Shri Hospital,India,Unknown,General Hospital,12.0,80.65,1
1877,Prabhu Prem Netralaya And General Hospital,India,Unknown,General Hospital,12.0,80.64,1
1878,Prachi Hospital Private Limited,India,Unknown,General Hospital,12.0,80.63,1
1879,Prachin Healthcare Multispeciality Hospital,India,Unknown,General Hospital,12.0,80.62,1
1880,Pradyumna Bal Memorial Hospital Kims,India,Unknown,General Hospital,12.0,80.61,1
1881,Pragathi Speciality Hospital,India,Unknown,General Hospital,12.0,80.60,1
1882,Pragma Hospitals (A Unit Of Vamsi Pragma Hospitals Pvt. Ltd.),India,Unknown,General Hospital,12.0,80.59,1
1883,Pragna Hospital,India,Unknown,General Hospital,12.0,80.58,1
1884,Pragya Hospital,India,Unknown,General Hospital,12.0,80.57,1
1885,Praja Vyadyasala,India,Unknown,General Hospital,12.0,80.56,1
1886,Prakasam Super Speciality Hospital,India,Unknown,Multi-specialty Hospital,12.0,80.55,1
1887,Prakash Hospital & Research Foundation,India,Unknown,General Hospital,12.0,80.54,1
1888,Prakash Hospital And Research Center,India,Unknown,General Hospital,12.0,80.53,1
1889,Prakriya Hospitals (A Unit Of C Square Health Care Pvt. Ltd.),India,Unknown,General Hospital,12.0,80.52,1
1890,Prameela Hospital,India,Unknown,General Hospital,12.0,80.51,1
1891,Pramoda Hospital,India,Unknown,General Hospital,12.0,80.50,1
1892,Pranav Hospital Multispeciality & Icu Center,India,Unknown,General Hospital,12.0,80.49,1
1893,Pranav Hospitals,India,Unknown,General Hospital,12.0,80.48,1
1894,Prasad Hospital (A Unit Of Prasad Ideal Healthcare Pvt. Ltd.),India,Unknown,General Hospital,12.0,80.47,1
1895,Prasad Hospitals India Private Limited,India,Unknown,General Hospital,12.0,80.46,1
1896,Prasad Institute Of Medical Sciences,India,Unknown,General Hospital,12.0,80.45,1
1897,Prasanthi Hospital ( A Unit Of Holy Cross Hospital Pvt. Ltd.),India,Unknown,General Hospital,12.0,80.44,1
1898,Prashant Memorial Charitable Hospital,India,Unknown,General Hospital,12.0,80.43,1
1899,Prashanth Fertility Research Centre Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.41,1
1900,Prashanth Multispeciality Hospitals,India,Unknown,General Hospital,12.0,80.40,1
1901,Prashanthi Super Speciality Hospital,India,Unknown,Multi-specialty Hospital,12.0,80.39,1
1902,Pratap Hospital,India,Unknown,General Hospital,12.0,80.38,1
1903,Prathana Hospital & Research Center,India,Unknown,General Hospital,12.0,80.37,1
1904,Prathana Multispeciality Hospital Private Limited,India,Unknown,General Hospital,12.0,80.36,1
1905,Pratiksha Hospital,India,Unknown,General Hospital,12.0,80.35,1
1906,Prayas Nasha Mukti Evam Manochikitsha Kendra,India,Unknown,General Hospital,12.0,80.34,1
1907,Preetham Advanced Critical Care Hospital Private Limited,India,Unknown,General Hospital,12.0,80.33,1
1908,Preethi Medical Center And Hospital,India,Unknown,General Hospital,12.0,80.32,1
1909,Preethi Medical Centre And Hospital,India,Unknown,General Hospital,12.0,80.31,1
1910,Preeti Urology & Kidney Hospital,India,Unknown,Nephrology Specialty,12.0,80.30,1
1911,Prem Dharam Hospital And Diagnostics,India,Unknown,General Hospital,12.0,80.29,1
1912,Prem Hospital,India,Unknown,General Hospital,12.0,80.28,1
1913,Prem Raghu Hospital & Research Centre,India,Unknown,General Hospital,12.0,80.27,1
1914,Primacare Clearmedi Multispeciality Hospital,India,Unknown,General Hospital,12.0,80.26,1
1915,Prime Indian Hospitals,India,Unknown,General Hospital,12.0,80.25,1
1916,Prime Lifecare Super Speciality Hospital,India,Unknown,Multi-specialty Hospital,12.0,80.24,1
1917,Prince Aly Khan Hospital,India,Unknown,General Hospital,12.0,80.23,1
1918,Pristine Hospital & Research Centre Pvt. Ltd.,India,Unknown,General Hospital,12.0,80.22,1
1919,Priya Hospital,India,Unknown,General Hospital,12.0,80.21,1
1920,Priyam Speciality Hospitals,India,Unknown,General Hospital,12.0,80.20,1
1921,Prk Hospitals,India,Unknown,General Hospital,12.0,80.19,1
1922,Providence Hospital,India,Unknown,General Hospital,12.0,80.18,1
1923,Ps Mission Hospital,India,Unknown,General Hospital,12.0,80.17,1
1924,Psv Multispeciality Hospital,India,Unknown,General Hospital,12.0,80.16,1
1925,Pt. Deen Dyal Upadhyay Govt. Hospital,India,Unknown,Government Hospital,12.0,80.15,1
1926,Pt. Dindayal Upadhya District Combined Hospital,India,Unknown,Government Hospital,12.0,80.14,1
1927,Pt. Dindayal Upadhyay Joint Hospital,India,Unknown,Orthopedic Specialty,12.0,80.13,1
1928,Pt. Madan Mohan Malaviya Hospital,India,Unknown,General Hospital,12.0,80.12,1
1929,Pulse Heart Super Speciality Hospital,India,Unknown,Cardiac Specialty,12.0,80.11,1
1930,Pulse Hospital,India,Unknown,General Hospital,12.0,80.09,1
1931,Pulse Plus Multispecialty Hospital,India,Unknown,Multi-specialty Hospital,12.0,80.08,1
1932,Pune Adventist Hospital,India,Unknown,General Hospital,12.0,80.07,1
1933,Punya Hospital,India,Unknown,General Hospital,12.0,80.06,1
1934,Punyashlok Ahilyadevi Holkar Head And Neck Cancer Institute Of India,India,Unknown,Cancer Specialty,12.0,80.05,1
1935,Purna Heart Institute,India,Unknown,Cardiac Specialty,12.0,80.04,1
1936,Purna's Remedy Hospital,India,Unknown,General Hospital,12.0,80.03,1
1937,Purushottam Das Savitri Devi Cancer Care & Research Center Hospital,India,Unknown,Cancer Specialty,12.0,80.02,1
1938,Pushpa Mission Hospital & Maternity Home,India,Unknown,Women & Child Specialty,12.0,80.01,1
1939,Pushpanjali Hospital & Research Center Pvt. Ltd .,India,Unknown,General Hospital,12.0,80.00,1
1940,Pushpanjali Multispeciality Hospital,India,Unknown,General Hospital,12.0,79.99,1
1941,Pushya Multispeciality Hospital,India,Unknown,General Hospital,12.0,79.98,1
1942,Puttur City Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.97,1
1943,Pyramid Hospital,India,Unknown,General Hospital,12.0,79.96,1
1944,Quadra Hospital,India,Unknown,General Hospital,12.0,79.95,1
1945,R L Jalappa Narayana Heart Center,India,Unknown,Cardiac Specialty,12.0,79.94,1
1946,R N Pandey Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.93,1
1947,R S D Hospital & Research Center,India,Unknown,General Hospital,12.0,79.92,1
1948,R S Gaur Global Multispeciality Hospital,India,Unknown,General Hospital,12.0,79.91,1
1949,R. B. Memorial Hospital,India,Unknown,General Hospital,12.0,79.90,1
1950,R.L. Jalappa Hospital & Research Centre,India,Unknown,General Hospital,12.0,79.89,1
1951,R.R Healthcare,India,Unknown,General Hospital,12.0,79.88,1
1952,Rachit Multispeciality Hospital,India,Unknown,General Hospital,12.0,79.87,1
1953,Radhakrishna Hospital,India,Unknown,General Hospital,12.0,79.86,1
1954,Radhe Krishna Hospital,India,Unknown,General Hospital,12.0,79.85,1
1955,Rahavendar Hospital,India,Unknown,General Hospital,12.0,79.84,1
1956,Rahman Hospital,India,Unknown,General Hospital,12.0,79.83,1
1957,Rahmania Medical Centre,India,Unknown,General Hospital,12.0,79.82,1
1958,Rai Hospital And Research Centre Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.81,1
1959,Raiganj Jeevan Rekha Diagnostic Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.80,1
1960,Raigarh Metrocare Hospital,India,Unknown,General Hospital,12.0,79.79,1
1961,Rainbow Children Hospital,India,Unknown,Pediatric Specialty,12.0,79.78,1
1962,Rainbow Hospital (A Unit Of B.L. Aggarwal Health Care Private Limited),India,Unknown,General Hospital,12.0,79.76,1
1963,Rainbow Institute Of Medical Sciences (Unit Of Shubhsandesh Healthcare Llp),India,Unknown,General Hospital,12.0,79.75,1
1964,Raj Jindal Hospital & Research Center Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.74,1
1965,Raja Bhoj Hospital,India,Unknown,General Hospital,12.0,79.73,1
1966,Rajah Charitable Medical Trust,India,Unknown,General Hospital,12.0,79.72,1
1967,Rajarajeswari Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.71,1
1968,Rajawat Hospital - A Multi Super Speciality Center,India,Unknown,Multi-specialty Hospital,12.0,79.70,1
1969,Rajendra Hospital,India,Unknown,General Hospital,12.0,79.69,1
1970,Rajeshwar Hospital,India,Unknown,General Hospital,12.0,79.68,1
1971,Rajiv Gandhi Government Women And Children Hospital,India,Unknown,Women & Child Specialty,12.0,79.67,1
1972,Rajkamal Healthcare Pvt. Ltd. (Sanchalit Sanjeevan Medical Centre),India,Unknown,General Hospital,12.0,79.66,1
1973,Rajkeshar Nursing Home,India,Unknown,Nursing Home,12.0,79.65,1
1974,Rajpriya Hospital,India,Unknown,General Hospital,12.0,79.64,1
1975,Rajputana Hospital And Research Centre Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.63,1
1976,Rajshree Medical Research Institute,India,Unknown,General Hospital,12.0,79.62,1
1977,Raksha Hospital And Research Center,India,Unknown,General Hospital,12.0,79.61,1
1978,Ram Dutt Joshi - Govt Combined Hospital,India,Unknown,Government Hospital,12.0,79.60,1
1979,Ram Hi-Tech Hospital,India,Unknown,General Hospital,12.0,79.59,1
1980,Ram Krishna Hospital & Medical Centerl,India,Unknown,General Hospital,12.0,79.58,1
1981,Rama Hospital & Research Centre,India,Unknown,General Hospital,12.0,79.57,1
1982,Ramaiah Leena Hospital,India,Unknown,General Hospital,12.0,79.56,1
1983,Ramakrishna Mission Seva Pratisthan,India,Unknown,General Hospital,12.0,79.55,1
1984,Ramakrishna Mission Sevashrama Hospital,India,Unknown,General Hospital,12.0,79.54,1
1985,Ramalingam's Hospital,India,Unknown,General Hospital,12.0,79.53,1
1986,Ramana Maharishi Rangammal Hospital,India,Unknown,General Hospital,12.0,79.52,1
1987,Ramkrishna Medical Centre,India,Unknown,General Hospital,12.0,79.51,1
1988,Ramraj Hospitals (A Unit Of Ramraj Hospitals Pvt. Ltd.),India,Unknown,General Hospital,12.0,79.50,1
1989,Rams Multi Speciality Centre,India,Unknown,General Hospital,12.0,79.49,1
1990,Ramsnehi Chikitsalaya & Anusandhan Kendra,India,Unknown,General Hospital,12.0,79.48,1
1991,Rana Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.47,1
1992,Rane Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.46,1
1993,Rani Hospital,India,Unknown,General Hospital,12.0,79.44,1
1994,Rani Laxmi Bai Combined Hospital,India,Unknown,General Hospital,12.0,79.43,1
1995,Ranka Hospital,India,Unknown,General Hospital,12.0,79.42,1
1996,Rao Hospital,India,Unknown,General Hospital,12.0,79.41,1
1997,Rashtrasant Tukdoji Regional Cancer Hospital & Research Centre,India,Unknown,Cancer Specialty,12.0,79.40,1
1998,Ratan Multi-Speciality Hospital Llp,India,Unknown,General Hospital,12.0,79.39,1
1999,Rathna Memorial Hospital,India,Unknown,General Hospital,12.0,79.38,1
2000,Ravi Childrens Hospital Llp,India,Unknown,Pediatric Specialty,12.0,79.37,1
2001,Ravi Unity Hospital,India,Unknown,General Hospital,12.0,79.36,1
2002,Rcpm Hospital,India,Unknown,General Hospital,12.0,79.35,1
2003,Rdt Hospital,India,Unknown,General Hospital,12.0,79.34,1
2004,Referral Hospital And Research Centre,India,Unknown,General Hospital,12.0,79.33,1
2005,Regen Hospital,India,Unknown,General Hospital,12.0,79.32,1
2006,Reigner Hospital,India,Unknown,General Hospital,12.0,79.31,1
2007,Relief Hospital And Trauma Care Centre (A Unit Of A & E Hospitals Pvt. Ltd.),India,Unknown,General Hospital,12.0,79.30,1
2008,Remedy Hospital (A Unit Of Remedy Medical Services Pvt. Ltd.),India,Unknown,General Hospital,12.0,79.29,1
2009,Remedy Hospitals (A Unit Of Albha Healthcare Pvt. Ltd.),India,Unknown,General Hospital,12.0,79.28,1
2010,Renaissance Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.27,1
2011,Renova Hospital,India,Unknown,General Hospital,12.0,79.26,1
2012,Renova Hospitals (A Unit Of Shakhambari Healthcare Services Private Limited),India,Unknown,General Hospital,12.0,79.25,1
2013,Republic Hospital,India,Unknown,Government Hospital,12.0,79.24,1
2014,Retna Global Hospital,India,Unknown,General Hospital,12.0,79.23,1
2015,Revathi Medical Center,India,Unknown,General Hospital,12.0,79.22,1
2016,Rewa Hospital & Research Centre,India,Unknown,General Hospital,12.0,79.21,1
2017,Rhythm Super Speciality Hospital,India,Unknown,Multi-specialty Hospital,12.0,79.20,1
2018,Rich Hospital,India,Unknown,General Hospital,12.0,79.19,1
2019,Ridhivinayak Multispecility Hospital,India,Unknown,General Hospital,12.0,79.18,1
2020,Rims Hospitals,India,Unknown,General Hospital,12.0,79.17,1
2021,Rinchi Trust Hospital,India,Unknown,General Hospital,12.0,79.16,1
2022,Rio Childres Hospital Pvt. Ltd.,India,Unknown,Pediatric Specialty,12.0,79.15,1
2023,Rising Medicare Hospital,India,Unknown,General Hospital,12.0,79.14,1
2024,Ritheesh Hospital,India,Unknown,General Hospital,12.0,79.12,1
2025,Riya Hospital & Research Centre,India,Unknown,General Hospital,12.0,79.11,1
2026,Rmd Heart Hospital & Research Centre,India,Unknown,Cardiac Specialty,12.0,79.10,1
2027,Rohini Hospital (A Unit Of Thanjai Multi Specialty Hospital Pvt.Ltd),India,Unknown,Multi-specialty Hospital,12.0,79.09,1
2028,Rohini Medicares Pvt. Ltd.,India,Unknown,General Hospital,12.0,79.08,1
2029,Roshan Hospital,India,Unknown,General Hospital,12.0,79.07,1
2030,Rotary Eye Institute,India,Unknown,Eye Specialty,12.0,79.06,1
2031,Royal Care Hospital,India,Unknown,General Hospital,12.0,79.05,1
2032,Royal Medcare Centre Private Limited,India,Unknown,General Hospital,12.0,79.04,1
2033,Royal Newborn,India,Unknown,General Hospital,12.0,79.03,1
2034,Royd Nursing Home & Health Care Ltd.,India,Unknown,Nursing Home,12.0,79.02,1
2035,Rps Hospital,India,Unknown,General Hospital,12.0,79.01,1
2036,Rsv Hospital Private Limited,India,Unknown,General Hospital,12.0,79.00,1
2037,Ruchika Nursing Home Fertility & Research Centre,India,Unknown,Nursing Home,12.0,78.99,1
2038,Ruckmoni Memorial Devi Hospital,India,Unknown,General Hospital,12.0,78.98,1
2039,Rudransh Multi Speciality Hospital,India,Unknown,General Hospital,12.0,78.97,1
2040,Ruma Hospital,India,Unknown,General Hospital,12.0,78.96,1
2041,Russh Hospital Pvt. Ltd.,India,Unknown,General Hospital,12.0,78.95,1
2042,Russh Super Speciality Hospital,India,Unknown,Multi-specialty Hospital,12.0,78.94,1
2043,Rvm Charitable Trust Hospital (A Unit Of Rvm Institute Of Medical Sciences And Research Centre),India,Unknown,General Hospital,12.0,78.93,1
2044,S N Krishna Hospital,India,Unknown,General Hospital,12.0,78.92,1
2045,S P Multi Speciality Hospitals Pvt. Ltd.,India,Unknown,General Hospital,12.0,78.91,1
2046,S R Medical Institute & Research Centre,India,Unknown,General Hospital,12.0,78.90,1
2047,S R Patil Hospital And Research Centre,India,Unknown,General Hospital,12.0,78.89,1
2048,S S Institute Of Medical Sciences And Research Centre,India,Unknown,General Hospital,12.0,78.88,1
2049,S. B. Mittal Memorial Heart & Critical Care Hospital,India,Unknown,Cardiac Specialty,12.0,78.87,1
