overall_rank,name,country,region,hospital_type,total_score,percentile,certification_score,quality_initiatives_score,patient_feedback_score,certification_count
240,Bharat Vikash Parishad Hospital & Research Center,India,Asia-Pacific,General Hospital,16.8,84.95,16.8,0,0,1
241,Bharath Hospital and Institute of Oncology (A Unit of Sada Sharada Tumor and Research Institute),India,Asia-Pacific,Cancer Specialty,16.8,84.89,16.8,0,0,1
242,Bharati Vidyapeeth (Deemed To Be University) Medical College And Hospital Sangli,India,Asia-Pacific,Teaching Hospital,16.8,84.82,16.8,0,0,1
243,Bhardwaj Hospital,India,Asia-Pacific,General Hospital,16.8,84.76,16.8,0,0,1
244,Bhartimaiya Memorial Foundation (Bharat Cancer Hospital & Nirali Memorial Radiation Centre),India,Asia-Pacific,Cancer Specialty,16.8,84.7,16.8,0,0,1
245,Bhatia Global Hospital & Endosurgery Institute,India,Asia-Pacific,Teaching Hospital,16.8,84.63,16.8,0,0,1
246,Bhatia Hospital,India,Asia-Pacific,General Hospital,16.8,84.57,16.8,0,0,1
247,BIG Apollo Spectra Hospitals,India,Asia-Pacific,General Hospital,16.8,84.51,16.8,0,0,1
248,Billroth Hospitals Limited,India,Asia-Pacific,General Hospital,16.8,84.45,16.8,0,0,1
249,BIMR Hospitals,India,Asia-Pacific,General Hospital,16.8,84.38,16.8,0,0,1
250,"Birsa Munda Government Medical College, Shahdol",India,Asia-Pacific,Teaching Hospital,16.8,84.32,16.8,0,0,1
251,"BMRC Hospitals Ltd., North 24 Parganas",India,Asia-Pacific,General Hospital,16.8,84.26,16.8,0,0,1
252,Bombay Hospital,India,Asia-Pacific,General Hospital,16.8,84.19,16.8,0,0,1
253,Bombay Hospital & Medical Research Centre,India,Asia-Pacific,General Hospital,16.8,84.13,16.8,0,0,1
254,Bombay Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,84.07,16.8,0,0,1
255,"Brahm Shakti Sanjivani Super Speciality Hospital, Jhajjar",India,Asia-Pacific,General Hospital,16.8,84.01,16.8,0,0,1
256,Brahmananda Naryana Multispeciaity Hospita,India,Asia-Pacific,General Hospital,16.8,83.94,16.8,0,0,1
257,Brahmchaitanya Superspeciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,83.88,16.8,0,0,1
258,Breach Candy Hospital Trust,India,Asia-Pacific,General Hospital,16.8,83.82,16.8,0,0,1
259,"Brij Lal Hospital & Research Centre Pvt. Ltd., Haldwani (Nanital)",India,Asia-Pacific,General Hospital,16.8,83.75,16.8,0,0,1
260,Brijesh Banger Memorial Hospital (A Unit of Jeevan Jyoti Seva Society),India,Asia-Pacific,General Hospital,16.8,83.69,16.8,0,0,1
261,BS Heartcare & Multispeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,83.63,16.8,0,0,1
262,Cancer Hospital & Research Institute,India,Asia-Pacific,Cancer Specialty,16.8,83.56,16.8,0,0,1
263,Cancer Institute (WIA),India,Asia-Pacific,Cancer Specialty,16.8,83.5,16.8,0,0,1
264,Cancer Treatment Services Hyderabad Pvt. Ltd. - At Babina Specialty Hospital,India,Asia-Pacific,Cancer Specialty,16.8,83.44,16.8,0,0,1
265,Capital Hospitals (A Unit Of Capital Tree Health Care Pvt Ltd),India,Asia-Pacific,General Hospital,16.8,83.38,16.8,0,0,1
266,Capital Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,83.31,16.8,0,0,1
267,Capitol Hospital,India,Asia-Pacific,General Hospital,16.8,83.25,16.8,0,0,1
268,Care and Cure Multispeciality Hospital (Unit of NK Remedies Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,83.19,16.8,0,0,1
269,Care Hospital (A Unit of Quality Care India Ltd.) - (Earlier Certificate issued in the name of CARE Hospital),India,Asia-Pacific,General Hospital,16.8,83.12,16.8,0,0,1
270,Care Hospitals,India,Asia-Pacific,General Hospital,16.8,83.06,16.8,0,0,1
271,"Care Hospitals (A Unit of Quality Care India Limited), Hi-Tech City, Gachibowli",India,Asia-Pacific,General Hospital,16.8,83.0,16.8,0,0,1
272,Care Hospitals (Quality Care India Limited),India,Asia-Pacific,General Hospital,16.8,82.93,16.8,0,0,1
273,Care Hospitals - Malakpet (A Unit of Quality Care India Limited),India,Asia-Pacific,General Hospital,16.8,82.87,16.8,0,0,1
274,"CARE Hospitals, Khordha",India,Asia-Pacific,General Hospital,16.8,82.81,16.8,0,0,1
275,Care Institute of Medical Sciences (CIMS),India,Asia-Pacific,Teaching Hospital,16.8,82.75,16.8,0,0,1
276,CareBest Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,82.68,16.8,0,0,1
277,Career Institute Of Medical Sciences (C.I.M.S),India,Asia-Pacific,Teaching Hospital,16.8,82.62,16.8,0,0,1
278,Caritas Hospital and Institute of Health Sciences,India,Asia-Pacific,Teaching Hospital,16.8,82.56,16.8,0,0,1
279,Cauvery Heart and Multi Speciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,82.49,16.8,0,0,1
280,CC Shroff Memorial Hospital (A Unit of Nandini Ramesh Gandhi Public Charitable Trust),India,Asia-Pacific,General Hospital,16.8,82.43,16.8,0,0,1
281,Chacha Nehru Bal Chikitsalaya,India,Asia-Pacific,General Hospital,16.8,82.37,16.8,0,0,1
282,Chandan Hospital,India,Asia-Pacific,General Hospital,16.8,82.3,16.8,0,0,1
283,Chandan Hospital (Unit of Chandan Superspeciality Hospital Ltd.),India,Asia-Pacific,General Hospital,16.8,82.24,16.8,0,0,1
284,Chandni Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,82.18,16.8,0,0,1
285,Chandra Laxmi Hospital,India,Asia-Pacific,General Hospital,16.8,82.12,16.8,0,0,1
286,Charak Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,82.05,16.8,0,0,1
287,Charnock Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,81.99,16.8,0,0,1
288,Chauhan Multispeciality & Trauma Centre,India,Asia-Pacific,General Hospital,16.8,81.93,16.8,0,0,1
289,Chennai Noble Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,81.86,16.8,0,0,1
290,Chirayu Health & Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,81.8,16.8,0,0,1
291,Chirayu Hospital,India,Asia-Pacific,General Hospital,16.8,81.74,16.8,0,0,1
292,Chirayu Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,81.68,16.8,0,0,1
293,CHL Charitable Trust,India,Asia-Pacific,General Hospital,16.8,81.61,16.8,0,0,1
294,CHL-Hospitals,India,Asia-Pacific,General Hospital,16.8,81.55,16.8,0,0,1
295,"Choithram Hospital and Research Centre,",India,Asia-Pacific,General Hospital,16.8,81.49,16.8,0,0,1
296,"Christian Medical College, Ranipet Campus",India,Asia-Pacific,Teaching Hospital,16.8,81.42,16.8,0,0,1
297,CIMAR The Womenâ€™s Hospital (Unit of Edappal Hospitals Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,16.8,81.36,16.8,0,0,1
298,Cimar-the Women's Hospital,India,Asia-Pacific,Women & Child Specialty,16.8,81.3,16.8,0,0,1
299,"Citi Neuro Centre, Banjara Hills",India,Asia-Pacific,Neurological Specialty,16.8,81.23,16.8,0,0,1
300,Citizens Hospital,India,Asia-Pacific,General Hospital,16.8,81.17,16.8,0,0,1
301,CKRD Memorial Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,81.11,16.8,0,0,1
302,CKS Hospital (A Unit of CKS Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,81.05,16.8,0,0,1
303,"Clearmedi Radiant Hospital, Mysore",India,Asia-Pacific,General Hospital,16.8,80.98,16.8,0,0,1
304,CMC Hospital,India,Asia-Pacific,General Hospital,16.8,80.92,16.8,0,0,1
305,Continental Hospitals Limited,India,Asia-Pacific,General Hospital,16.8,80.86,16.8,0,0,1
306,COSH (Christudas Orthopaedic Speciality Hospital),India,Asia-Pacific,Orthopedic Specialty,16.8,80.79,16.8,0,0,1
307,Cosmopolitan Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,80.73,16.8,0,0,1
308,Cosmos Hospital ( A Unit of Emerging Project Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,80.67,16.8,0,0,1
309,Credence Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,80.6,16.8,0,0,1
310,Criticare Asia Multispecialty Hospital and Research Center,India,Asia-Pacific,Multi Specialty,16.8,80.54,16.8,0,0,1
311,Cygnus J.K Hindu Hospital,India,Asia-Pacific,General Hospital,16.8,80.48,16.8,0,0,1
312,Cygnus Maharaja Aggarsain Hospital,India,Asia-Pacific,General Hospital,16.8,80.42,16.8,0,0,1
313,Cygnus MLS Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,80.35,16.8,0,0,1
314,Cygnus Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,80.29,16.8,0,0,1
315,Cygnus Superspecaility Hospitals,India,Asia-Pacific,General Hospital,16.8,80.23,16.8,0,0,1
316,Cytecare Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.8,80.16,16.8,0,0,1
317,Dana Shivam Heart and Super Speciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,80.1,16.8,0,0,1
318,Daya General Hospital,India,Asia-Pacific,General Hospital,16.8,80.04,16.8,0,0,1
319,Daya Royal Hospital & Trauma Centre,India,Asia-Pacific,General Hospital,16.8,79.97,16.8,0,0,1
320,Dayanand Hospital & Critical Care Centre,India,Asia-Pacific,General Hospital,16.8,79.91,16.8,0,0,1
321,"Dayanand Medical College & Hospital, Tagore Nagar",India,Asia-Pacific,Teaching Hospital,16.8,79.85,16.8,0,0,1
322,Deenanath Mangeshkar Hospital and Research Center,India,Asia-Pacific,General Hospital,16.8,79.79,16.8,0,0,1
323,Deep Hospital,India,Asia-Pacific,General Hospital,16.8,79.72,16.8,0,0,1
324,Deep Nursing Home & Children Hospital,India,Asia-Pacific,General Hospital,16.8,79.66,16.8,0,0,1
325,"Deepak Hospital, Sarabha Nagar",India,Asia-Pacific,General Hospital,16.8,79.6,16.8,0,0,1
326,Delhi Heart and Lung Institute,India,Asia-Pacific,Cardiac Specialty,16.8,79.53,16.8,0,0,1
327,Delhi Heart Institute & Multispeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,79.47,16.8,0,0,1
328,Delhi Hospital and Nursing Home,India,Asia-Pacific,General Hospital,16.8,79.41,16.8,0,0,1
329,Delta Hospitals (Unit of Rajamahendri Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,79.35,16.8,0,0,1
330,Desun Hospital & Heart Institute (A Unit of P. N. Memorial Neurocentre & Research Institute Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,79.28,16.8,0,0,1
331,Desun Hospital (A Unit of PN Memorial Neurocentre and Research Institute Limited),India,Asia-Pacific,Neurological Specialty,16.8,79.22,16.8,0,0,1
332,"Dhanalakshmi Hospital Pvt. Ltd, Kannur, Kerala",India,Asia-Pacific,General Hospital,16.8,79.16,16.8,0,0,1
333,Dhanvantri Jeevan Rekha Limited,India,Asia-Pacific,General Hospital,16.8,79.09,16.8,0,0,1
334,Dhanwantri Hospital and Research Center (A Unit of Dhanvantri Life Care Private Limited),India,Asia-Pacific,General Hospital,16.8,79.03,16.8,0,0,1
335,Dharamshila Narayana Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,78.97,16.8,0,0,1
336,Dhayal Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.8,78.9,16.8,0,0,1
337,DHS Multispecialty Hospital,India,Asia-Pacific,Multi Specialty,16.8,78.84,16.8,0,0,1
338,Dhukia Hospital,India,Asia-Pacific,General Hospital,16.8,78.78,16.8,0,0,1
339,Divine Heart & Multispecialty Hospital (A Unit of Divine Heart Hospital & Research Centre Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,16.8,78.72,16.8,0,0,1
340,Divya Prastha Hospital,India,Asia-Pacific,General Hospital,16.8,78.65,16.8,0,0,1
341,DM WIMS Hospital,India,Asia-Pacific,General Hospital,16.8,78.59,16.8,0,0,1
342,Downtown Hospital Ltd.,India,Asia-Pacific,General Hospital,16.8,78.53,16.8,0,0,1
343,Dr B.L. Kapur Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,78.46,16.8,0,0,1
344,Dr L H Hiranandani Hospital,India,Asia-Pacific,General Hospital,16.8,78.4,16.8,0,0,1
345,Dr Rai Hospital,India,Asia-Pacific,General Hospital,16.8,78.34,16.8,0,0,1
346,Dr Ramesh Cardiac Multispeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,78.27,16.8,0,0,1
347,Dr Rela Institute & Medical Centre (A Unit Of JR Super Speciality Hospitals Pvt. Ltd),India,Asia-Pacific,Teaching Hospital,16.8,78.21,16.8,0,0,1
348,Dr S S Tantia Medical College Hospital and Research Centre (Jansewa Hospital),India,Asia-Pacific,Teaching Hospital,16.8,78.15,16.8,0,0,1
349,Dr Sanjay Multi Speciality Hospital Pvt. Ltd,India,Asia-Pacific,General Hospital,16.8,78.09,16.8,0,0,1
350,Dr. Balabhai Nanavati Hospital,India,Asia-Pacific,General Hospital,16.8,78.02,16.8,0,0,1
351,Dr. Chandramma Dayananda Sagar Institute of Medical Education and Research,India,Asia-Pacific,Teaching Hospital,16.8,77.96,16.8,0,0,1
352,Dr. D. Y. Patil Hospital And Research Centre,India,Asia-Pacific,General Hospital,16.8,77.9,16.8,0,0,1
353,"Dr. D.Y.Patil Medical College, Hospital and Research Centre",India,Asia-Pacific,Teaching Hospital,16.8,77.83,16.8,0,0,1
354,Dr. G. M. Taori Central India Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,77.77,16.8,0,0,1
355,Dr. Hedgewar Rugnalaya,India,Asia-Pacific,General Hospital,16.8,77.71,16.8,0,0,1
356,Dr. Jales Life Care Hospital,India,Asia-Pacific,General Hospital,16.8,77.64,16.8,0,0,1
357,Dr. Jeyasekharan Hospital & Nursing Home,India,Asia-Pacific,General Hospital,16.8,77.58,16.8,0,0,1
358,Dr. Jivraj Mehta Smarak Health Foundation & Bakeri Medical Research Centre,India,Asia-Pacific,General Hospital,16.8,77.52,16.8,0,0,1
359,Dr. K.M.Cherian Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,77.46,16.8,0,0,1
360,Dr. Kamakshi Memorial Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,77.39,16.8,0,0,1
361,Dr. KNS Memorial Hospital Pvt. Ltd. (Earlier Certificate issued in the name of Mayo Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,77.33,16.8,0,0,1
362,Dr. KNS Memorial Institute of Medical Sciences - (Earlier Certificate issued in the Name of Mayo Institute of Medical Sciences),India,Asia-Pacific,Teaching Hospital,16.8,77.27,16.8,0,0,1
363,Dr. Malthi Manipal Hospital,India,Asia-Pacific,General Hospital,16.8,77.2,16.8,0,0,1
364,"Dr. Manjeet Institute of Critical Care,",India,Asia-Pacific,Teaching Hospital,16.8,77.14,16.8,0,0,1
365,Dr. Raghoji Kidney Hospital & Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,77.08,16.8,0,0,1
366,Dr. Ram Manohar Lohia Hospital & Atal Bihari Vajpayee Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.8,77.02,16.8,0,0,1
367,Dr. Ramesh Cardiac and Multispecialty Hospital Private Limited - Main Branch,India,Asia-Pacific,Cardiac Specialty,16.8,76.95,16.8,0,0,1
368,DSM Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,76.89,16.8,0,0,1
369,East Coast Hospitals,India,Asia-Pacific,General Hospital,16.8,76.83,16.8,0,0,1
370,Eden Critical Care Hospital,India,Asia-Pacific,General Hospital,16.8,76.76,16.8,0,0,1
371,Elite Mission Hospital,India,Asia-Pacific,General Hospital,16.8,76.7,16.8,0,0,1
372,EMC Super Speciality Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,76.64,16.8,0,0,1
373,EMS Memorial Co-Operative Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,76.57,16.8,0,0,1
374,EPIC Hospital,India,Asia-Pacific,General Hospital,16.8,76.51,16.8,0,0,1
375,Epitome Kidney Urology Institute & Lions Hospital (A Unit of Intregrated Kidney Solution Pvt. Ltd.),India,Asia-Pacific,Teaching Hospital,16.8,76.45,16.8,0,0,1
376,Eras Lucknow Medical Collage & Hospital,India,Asia-Pacific,General Hospital,16.8,76.39,16.8,0,0,1
377,Ernakulum Medical Centre (P) Ltd.,India,Asia-Pacific,General Hospital,16.8,76.32,16.8,0,0,1
378,Escorts Fortis Hospital,India,Asia-Pacific,General Hospital,16.8,76.26,16.8,0,0,1
379,Escorts Heart Institute & Research Centre,India,Asia-Pacific,Cardiac Specialty,16.8,76.2,16.8,0,0,1
380,Esic Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,76.13,16.8,0,0,1
381,ESIC Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,76.07,16.8,0,0,1
382,Eternal Heart Care Centre & Research Institute Pvt.Ltd.,India,Asia-Pacific,Cardiac Specialty,16.8,76.01,16.8,0,0,1
383,Eternal Hospital (A Unit of Eternal Care Foundation),India,Asia-Pacific,General Hospital,16.8,75.94,16.8,0,0,1
384,Ethos Hospital,India,Asia-Pacific,General Hospital,16.8,75.88,16.8,0,0,1
385,Father Muller Hospital,India,Asia-Pacific,General Hospital,16.8,75.82,16.8,0,0,1
386,Fatima Hospital,India,Asia-Pacific,General Hospital,16.8,75.76,16.8,0,0,1
387,Felix Hospital,India,Asia-Pacific,General Hospital,16.8,75.69,16.8,0,0,1
388,"Felix Hospital, Sector-137, Noida Extension",India,Asia-Pacific,General Hospital,16.8,75.63,16.8,0,0,1
389,Fernandez Hospital,India,Asia-Pacific,General Hospital,16.8,75.57,16.8,0,0,1
390,"Fernandez Hospital, Bogulkunta",India,Asia-Pacific,General Hospital,16.8,75.5,16.8,0,0,1
391,FIMS Hospital (Frank Institute of Medical Sciences),India,Asia-Pacific,Teaching Hospital,16.8,75.44,16.8,0,0,1
392,Flores Hospital (A Unit of Mridula Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Flores Hospital),India,Asia-Pacific,General Hospital,16.8,75.38,16.8,0,0,1
393,Ford Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,75.31,16.8,0,0,1
394,Fortis Escorts Hospital,India,Asia-Pacific,General Hospital,16.8,75.25,16.8,0,0,1
395,Fortis Flt. Lt. Rajan Dhall Hospital,India,Asia-Pacific,General Hospital,16.8,75.19,16.8,0,0,1
396,"Fortis Health Management Ltd.,Nagarabhavi",India,Asia-Pacific,General Hospital,16.8,75.13,16.8,0,0,1
397,"Fortis Healthcare Limited, Mulund - (Earlier Certificate issued in the name of Fortis Hospitals Ltd.)",India,Asia-Pacific,General Hospital,16.8,75.06,16.8,0,0,1
398,Fortis Hospital (A Unit of Hospitalia Eastern Private Limited),India,Asia-Pacific,General Hospital,16.8,75.0,16.8,0,0,1
399,"Fortis Hospital, Bannerghatta Road",India,Asia-Pacific,General Hospital,16.8,74.94,16.8,0,0,1
400,"Fortis Hospital, Shalimar Bagh",India,Asia-Pacific,General Hospital,16.8,74.87,16.8,0,0,1
401,Fortis Hospitals Limited,India,Asia-Pacific,General Hospital,16.8,74.81,16.8,0,0,1
402,"Fortis Hospitals Limited, Neelam Bata Road, NIT",India,Asia-Pacific,General Hospital,16.8,74.75,16.8,0,0,1
403,Fortis Hospitals Ltd.,India,Asia-Pacific,General Hospital,16.8,74.69,16.8,0,0,1
404,"Fortis Hospitals Ltd., Cunningham",India,Asia-Pacific,General Hospital,16.8,74.62,16.8,0,0,1
405,Fortune Hospital,India,Asia-Pacific,General Hospital,16.8,74.56,16.8,0,0,1
406,Frontier Lifeline Hospital,India,Asia-Pacific,General Hospital,16.8,74.5,16.8,0,0,1
407,Frontline Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,74.43,16.8,0,0,1
408,G G Hospital,India,Asia-Pacific,General Hospital,16.8,74.37,16.8,0,0,1
409,G. Kuppuswami Naidu Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,74.31,16.8,0,0,1
410,Gaba Hospital,India,Asia-Pacific,General Hospital,16.8,74.24,16.8,0,0,1
411,Galaxy Care Multispeciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,74.18,16.8,0,0,1
412,Galaxy Hospital,India,Asia-Pacific,General Hospital,16.8,74.12,16.8,0,0,1
413,Ganadhipati Purushottam Shekhawati Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,74.06,16.8,0,0,1
414,Gandhi Hospital,India,Asia-Pacific,General Hospital,16.8,73.99,16.8,0,0,1
415,Ganga Amrit Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,73.93,16.8,0,0,1
416,Ganga Care Hospital Ltd. (Care Hospital),India,Asia-Pacific,General Hospital,16.8,73.87,16.8,0,0,1
417,Ganga Medical Centre and Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.8,73.8,16.8,0,0,1
418,Ganga Narayan Hospital,India,Asia-Pacific,General Hospital,16.8,73.74,16.8,0,0,1
419,Gangamai Hospital,India,Asia-Pacific,General Hospital,16.8,73.68,16.8,0,0,1
420,Gangasheel Advanced Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,73.61,16.8,0,0,1
421,Gayatri Hospital (A Unit of AAS Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,73.55,16.8,0,0,1
422,GBH - American Hospital,India,Asia-Pacific,General Hospital,16.8,73.49,16.8,0,0,1
423,GBH General and GBH Memorial Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.8,73.43,16.8,0,0,1
424,"GCS Medical College, Hospital & Research Centre",India,Asia-Pacific,Teaching Hospital,16.8,73.36,16.8,0,0,1
425,Geetanjali Hospital,India,Asia-Pacific,General Hospital,16.8,73.3,16.8,0,0,1
426,Geetanjali Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,73.24,16.8,0,0,1
427,GEM Hospital & Research Centre Private Ltd.,India,Asia-Pacific,General Hospital,16.8,73.17,16.8,0,0,1
428,Gerdi Gutperle Agasthiyar Muni Child Care Centre,India,Asia-Pacific,General Hospital,16.8,73.11,16.8,0,0,1
429,GG Hospital (A Unit of Paragon Hospital Kerala Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,73.05,16.8,0,0,1
430,Gian Sagar Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.8,72.98,16.8,0,0,1
431,Gitam Institute of Medical Sciences & Research (Deemed To Be University),India,Asia-Pacific,Teaching Hospital,16.8,72.92,16.8,0,0,1
432,Gleneagles Aware Hospital (A Unit of Gleneagles Healthcare India Pvt. Ltd.) - (Earlier Certificate issued in the Name of Aware Global Hospitals),India,Asia-Pacific,General Hospital,16.8,72.86,16.8,0,0,1
433,Gleneagles BGS Hospital (A Unit of Gleneagles Healthcare India Private Limited) - (Earlier Certificate issued in the name of BGS Gleneagles Global Hospital),India,Asia-Pacific,General Hospital,16.8,72.8,16.8,0,0,1
434,Gleneagles HealthCity Chennai (A Unit of Gleneagles Healthcare India Private Limited) - (Earlier Certificate issued in the Name of Gleneagles Global Hospitals and Health City),India,Asia-Pacific,General Hospital,16.8,72.73,16.8,0,0,1
435,Gleneagles Hospital - Lakdikapul (A Unit of Gleneagles Healthcare India Private Limited),India,Asia-Pacific,General Hospital,16.8,72.67,16.8,0,0,1
436,Global Heart And Super Specialty Hospital,India,Asia-Pacific,Cardiac Specialty,16.8,72.61,16.8,0,0,1
437,Global Hospital & Research Institute,India,Asia-Pacific,Teaching Hospital,16.8,72.54,16.8,0,0,1
438,Global Hospital - Superspeciality & Transplant Centre,India,Asia-Pacific,General Hospital,16.8,72.48,16.8,0,0,1
439,Global Specialty Hospital,India,Asia-Pacific,General Hospital,16.8,72.42,16.8,0,0,1
440,"GMR Varalakshmi Care Hospital, Srikakulam",India,Asia-Pacific,General Hospital,16.8,72.36,16.8,0,0,1
441,Godrej Memorial Hospital,India,Asia-Pacific,General Hospital,16.8,72.29,16.8,0,0,1
442,Gokul Hospital - Kuvadva Road,India,Asia-Pacific,General Hospital,16.8,72.23,16.8,0,0,1
443,Golden Heart Hospital (A Unit of Mediflex Hospital Associates LLP),India,Asia-Pacific,Cardiac Specialty,16.8,72.17,16.8,0,0,1
444,Good Samaritan Cancer and General Hospital,India,Asia-Pacific,Cancer Specialty,16.8,72.1,16.8,0,0,1
445,Government (CL & SC) Spine Institute and Physiotherapy College,India,Asia-Pacific,Teaching Hospital,16.8,72.04,16.8,0,0,1
446,Government Hospital for Mental Care,India,Asia-Pacific,General Hospital,16.8,71.98,16.8,0,0,1
447,Government Medical College And Associated Hospitals,India,Asia-Pacific,Teaching Hospital,16.8,71.91,16.8,0,0,1
448,Goyal Hospital & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,71.85,16.8,0,0,1
449,"Goyal Hospital & Urology Centre, Krishna Nagar",India,Asia-Pacific,General Hospital,16.8,71.79,16.8,0,0,1
450,Grecian Super Specialty Hospital (A Unit of RGS Healthcare Ltd.),India,Asia-Pacific,Multi Specialty,16.8,71.73,16.8,0,0,1
451,Green City Hospital (A Unit of Aar Aar Medical Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.8,71.66,16.8,0,0,1
452,GS Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.8,71.6,16.8,0,0,1
453,GSLTrust Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.8,71.54,16.8,0,0,1
454,Guardian Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.8,71.47,16.8,0,0,1
455,Gujarat Adani Institute Of Medical Sciences (G.K.General Hospital),India,Asia-Pacific,Teaching Hospital,16.8,71.41,16.8,0,0,1
456,Gujarat Kidney and Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.8,71.35,16.8,0,0,1
457,Gupta Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.8,71.28,16.8,0,0,1
458,Guru Hospital,India,Asia-Pacific,General Hospital,16.8,71.22,16.8,0,0,1
459,Guru Nanak Care Hospital,India,Asia-Pacific,General Hospital,16.8,71.16,16.8,0,0,1
460,Guru Nanak Dev Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.8,71.1,16.8,0,0,1
461,Guru Nanak Hospital,India,Asia-Pacific,General Hospital,16.8,71.03,16.8,0,0,1
462,Guru Teg Bahadur Sahib Charitable Hospital,India,Asia-Pacific,General Hospital,16.8,70.97,16.8,0,0,1
463,Gurukripa Hospitals,India,Asia-Pacific,General Hospital,16.8,70.91,16.8,0,0,1
464,Guwahati Metro Hospital,India,Asia-Pacific,General Hospital,16.8,70.84,16.8,0,0,1
465,Hakeem Abdul Hameed Centenary Hospital,India,Asia-Pacific,General Hospital,16.8,70.78,16.8,0,0,1
466,Hamidia Hospital,India,Asia-Pacific,General Hospital,16.8,70.72,16.8,0,0,1
467,Hannah Joseph Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.8,70.65,16.8,0,0,1
468,Haria L.G. Rotary Hospital,India,Asia-Pacific,General Hospital,16.8,70.59,16.8,0,0,1
469,Harish Hospital,India,Asia-Pacific,General Hospital,16.8,70.53,16.8,0,0,1
470,Hasija Hospital,India,Asia-Pacific,General Hospital,16.8,70.47,16.8,0,0,1
471,Hayat Hospital Private Limited,India,Asia-Pacific,General Hospital,16.8,70.4,16.8,0,0,1
