rank,name,country,region,hospital_type,total_score,percentile,certification_count
263,Cancer Institute (WIA),India,Asia-Pacific,Cancer Specialty,16.800000000000004,83.50,1
264,Cancer Treatment Services Hyderabad Pvt. Ltd. - At Babina Specialty Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,83.44,1
265,Capital Hospitals (A Unit Of Capital Tree Health Care Pvt Ltd),India,Asia-Pacific,General Hospital,16.800000000000004,83.38,1
266,Capital Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,83.31,1
267,Capitol Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,83.25,1
268,Care and Cure Multispeciality Hospital (Unit of NK Remedies Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,83.19,1
269,Care Hospital (A Unit of Quality Care India Ltd.) - (Earlier Certificate issued in the name of CARE Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,83.12,1
270,Care Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,83.06,1
271,Care Hospitals (A Unit of Quality Care India Limited); Hi-Tech City; Gachibowli,India,Asia-Pacific,General Hospital,16.800000000000004,83.00,1
272,Care Hospitals (Quality Care India Limited),India,Asia-Pacific,General Hospital,16.800000000000004,82.93,1
273,Care Hospitals - Malakpet (A Unit of Quality Care India Limited),India,Asia-Pacific,General Hospital,16.800000000000004,82.87,1
274,CARE Hospitals; Khordha,India,Asia-Pacific,General Hospital,16.800000000000004,82.81,1
275,Care Institute of Medical Sciences (CIMS),India,Asia-Pacific,Teaching Hospital,16.800000000000004,82.75,1
276,CareBest Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,82.68,1
277,Career Institute Of Medical Sciences (C.I.M.S),India,Asia-Pacific,Teaching Hospital,16.800000000000004,82.62,1
278,Caritas Hospital and Institute of Health Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,82.56,1
279,Cauvery Heart and Multi Speciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,82.49,1
280,CC Shroff Memorial Hospital (A Unit of Nandini Ramesh Gandhi Public Charitable Trust),India,Asia-Pacific,General Hospital,16.800000000000004,82.43,1
281,Chacha Nehru Bal Chikitsalaya,India,Asia-Pacific,General Hospital,16.800000000000004,82.37,1
282,Chandan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,82.30,1
283,Chandan Hospital (Unit of Chandan Superspeciality Hospital Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,82.24,1
284,Chandni Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,82.18,1
285,Chandra Laxmi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,82.12,1
286,Charak Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,82.05,1
287,Charnock Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,81.99,1
288,Chauhan Multispeciality & Trauma Centre,India,Asia-Pacific,General Hospital,16.800000000000004,81.93,1
289,Chennai Noble Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,81.86,1
290,Chirayu Health & Medicare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,81.80,1
291,Chirayu Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,81.74,1
292,Chirayu Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,81.68,1
293,CHL Charitable Trust,India,Asia-Pacific,General Hospital,16.800000000000004,81.61,1
294,CHL-Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,81.55,1
295,Choithram Hospital and Research Centre;,India,Asia-Pacific,General Hospital,16.800000000000004,81.49,1
296,Christian Medical College; Ranipet Campus,India,Asia-Pacific,Teaching Hospital,16.800000000000004,81.42,1
297,CIMAR The Women’s Hospital (Unit of Edappal Hospitals Pvt. Ltd.),India,Asia-Pacific,Women & Child Specialty,16.800000000000004,81.36,1
298,Cimar-the Women's Hospital,India,Asia-Pacific,Women & Child Specialty,16.800000000000004,81.30,1
299,Citi Neuro Centre; Banjara Hills,India,Asia-Pacific,Neurological Specialty,16.800000000000004,81.23,1
300,Citizens Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,81.17,1
301,CKRD Memorial Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,81.11,1
302,CKS Hospital (A Unit of CKS Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,81.05,1
303,Clearmedi Radiant Hospital; Mysore,India,Asia-Pacific,General Hospital,16.800000000000004,80.98,1
304,CMC Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,80.92,1
305,Continental Hospitals Limited,India,Asia-Pacific,General Hospital,16.800000000000004,80.86,1
306,COSH (Christudas Orthopaedic Speciality Hospital),India,Asia-Pacific,Orthopedic Specialty,16.800000000000004,80.79,1
307,Cosmopolitan Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,80.73,1
308,Cosmos Hospital ( A Unit of Emerging Project Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,80.67,1
309,Credence Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,80.60,1
310,Criticare Asia Multispecialty Hospital and Research Center,India,Asia-Pacific,Multi Specialty,16.800000000000004,80.54,1
311,Cygnus J.K Hindu Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,80.48,1
312,Cygnus Maharaja Aggarsain Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,80.42,1
313,Cygnus MLS Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,80.35,1
314,Cygnus Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,80.29,1
315,Cygnus Superspecaility Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,80.23,1
316,Cytecare Hospitals Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,80.16,1
317,Dana Shivam Heart and Super Speciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,80.10,1
318,Daya General Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,80.04,1
319,Daya Royal Hospital & Trauma Centre,India,Asia-Pacific,General Hospital,16.800000000000004,79.97,1
320,Dayanand Hospital & Critical Care Centre,India,Asia-Pacific,General Hospital,16.800000000000004,79.91,1
321,Dayanand Medical College & Hospital; Tagore Nagar,India,Asia-Pacific,Teaching Hospital,16.800000000000004,79.85,1
322,Deenanath Mangeshkar Hospital and Research Center,India,Asia-Pacific,General Hospital,16.800000000000004,79.79,1
323,Deep Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,79.72,1
324,Deep Nursing Home & Children Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,79.66,1
325,Deepak Hospital; Sarabha Nagar,India,Asia-Pacific,General Hospital,16.800000000000004,79.60,1
326,Delhi Heart and Lung Institute,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,79.53,1
327,Delhi Heart Institute & Multispeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,79.47,1
328,Delhi Hospital and Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,79.41,1
329,Delta Hospitals (Unit of Rajamahendri Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,79.35,1
330,Desun Hospital & Heart Institute (A Unit of P. N. Memorial Neurocentre & Research Institute Ltd.),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,79.28,1
331,Desun Hospital (A Unit of PN Memorial Neurocentre and Research Institute Limited),India,Asia-Pacific,Neurological Specialty,16.800000000000004,79.22,1
332,Dhanalakshmi Hospital Pvt. Ltd; Kannur; Kerala,India,Asia-Pacific,General Hospital,16.800000000000004,79.16,1
333,Dhanvantri Jeevan Rekha Limited,India,Asia-Pacific,General Hospital,16.800000000000004,79.09,1
334,Dhanwantri Hospital and Research Center (A Unit of Dhanvantri Life Care Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,79.03,1
335,Dharamshila Narayana Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.97,1
336,Dhayal Hospital and Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,78.90,1
337,DHS Multispecialty Hospital,India,Asia-Pacific,Multi Specialty,16.800000000000004,78.84,1
338,Dhukia Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.78,1
339,Divine Heart & Multispecialty Hospital (A Unit of Divine Heart Hospital & Research Centre Pvt. Ltd.),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,78.72,1
340,Divya Prastha Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.65,1
341,DM WIMS Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.59,1
342,Downtown Hospital Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,78.53,1
343,Dr B.L. Kapur Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.46,1
344,Dr L H Hiranandani Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.40,1
345,Dr Rai Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.34,1
346,Dr Ramesh Cardiac Multispeciality Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,78.27,1
347,Dr Rela Institute & Medical Centre (A Unit Of JR Super Speciality Hospitals Pvt. Ltd),India,Asia-Pacific,Teaching Hospital,16.800000000000004,78.21,1
348,Dr S S Tantia Medical College Hospital and Research Centre (Jansewa Hospital),India,Asia-Pacific,Teaching Hospital,16.800000000000004,78.15,1
349,Dr Sanjay Multi Speciality Hospital Pvt. Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,78.09,1
350,Dr. Balabhai Nanavati Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,78.02,1
351,Dr. Chandramma Dayananda Sagar Institute of Medical Education and Research,India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.96,1
352,Dr. D. Y. Patil Hospital And Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,77.90,1
353,Dr. D.Y.Patil Medical College; Hospital and Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.83,1
354,Dr. G. M. Taori Central India Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.77,1
355,Dr. Hedgewar Rugnalaya,India,Asia-Pacific,General Hospital,16.800000000000004,77.71,1
356,Dr. Jales Life Care Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,77.64,1
357,Dr. Jeyasekharan Hospital & Nursing Home,India,Asia-Pacific,General Hospital,16.800000000000004,77.58,1
358,Dr. Jivraj Mehta Smarak Health Foundation & Bakeri Medical Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,77.52,1
359,Dr. K.M.Cherian Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.46,1
360,Dr. Kamakshi Memorial Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,77.39,1
361,Dr. KNS Memorial Hospital Pvt. Ltd. (Earlier Certificate issued in the name of Mayo Medical Centre Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,77.33,1
362,Dr. KNS Memorial Institute of Medical Sciences - (Earlier Certificate issued in the Name of Mayo Institute of Medical Sciences),India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.27,1
363,Dr. Malthi Manipal Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,77.20,1
364,Dr. Manjeet Institute of Critical Care;,India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.14,1
365,Dr. Raghoji Kidney Hospital & Research Center Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,77.08,1
366,Dr. Ram Manohar Lohia Hospital & Atal Bihari Vajpayee Institute of Medical Sciences,India,Asia-Pacific,Teaching Hospital,16.800000000000004,77.02,1
367,Dr. Ramesh Cardiac and Multispecialty Hospital Private Limited - Main Branch,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,76.95,1
368,DSM Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.89,1
369,East Coast Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,76.83,1
370,Eden Critical Care Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.76,1
371,Elite Mission Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.70,1
372,EMC Super Speciality Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,76.64,1
373,EMS Memorial Co-Operative Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,76.57,1
374,EPIC Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.51,1
375,Epitome Kidney Urology Institute & Lions Hospital (A Unit of Intregrated Kidney Solution Pvt. Ltd.),India,Asia-Pacific,Teaching Hospital,16.800000000000004,76.45,1
376,Eras Lucknow Medical Collage & Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.39,1
377,Ernakulum Medical Centre (P) Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,76.32,1
378,Escorts Fortis Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.26,1
379,Escorts Heart Institute & Research Centre,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,76.20,1
380,Esic Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,76.13,1
381,ESIC Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,76.07,1
382,Eternal Heart Care Centre & Research Institute Pvt.Ltd.,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,76.01,1
383,Eternal Hospital (A Unit of Eternal Care Foundation),India,Asia-Pacific,General Hospital,16.800000000000004,75.94,1
384,Ethos Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.88,1
385,Father Muller Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.82,1
386,Fatima Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.76,1
387,Felix Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.69,1
388,Felix Hospital; Sector-137; Noida Extension,India,Asia-Pacific,General Hospital,16.800000000000004,75.63,1
389,Fernandez Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.57,1
390,Fernandez Hospital; Bogulkunta,India,Asia-Pacific,General Hospital,16.800000000000004,75.50,1
391,FIMS Hospital (Frank Institute of Medical Sciences),India,Asia-Pacific,Teaching Hospital,16.800000000000004,75.44,1
392,Flores Hospital (A Unit of Mridula Healthcare Pvt. Ltd.) - (Earlier Certificate issued in the Name of Flores Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,75.38,1
393,Ford Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,75.31,1
394,Fortis Escorts Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.25,1
395,Fortis Flt. Lt. Rajan Dhall Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,75.19,1
396,Fortis Health Management Ltd.;Nagarabhavi,India,Asia-Pacific,General Hospital,16.800000000000004,75.13,1
397,Fortis Healthcare Limited; Mulund - (Earlier Certificate issued in the name of Fortis Hospitals Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,75.06,1
398,Fortis Hospital (A Unit of Hospitalia Eastern Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,75.00,1
399,Fortis Hospital; Bannerghatta Road,India,Asia-Pacific,General Hospital,16.800000000000004,74.94,1
400,Fortis Hospital; Shalimar Bagh,India,Asia-Pacific,General Hospital,16.800000000000004,74.87,1
401,Fortis Hospitals Limited,India,Asia-Pacific,General Hospital,16.800000000000004,74.81,1
402,Fortis Hospitals Limited; Neelam Bata Road; NIT,India,Asia-Pacific,General Hospital,16.800000000000004,74.75,1
403,Fortis Hospitals Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,74.69,1
404,Fortis Hospitals Ltd.; Cunningham,India,Asia-Pacific,General Hospital,16.800000000000004,74.62,1
405,Fortune Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,74.56,1
406,Frontier Lifeline Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,74.50,1
407,Frontline Hospital And Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,74.43,1
408,G G Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,74.37,1
409,G. Kuppuswami Naidu Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,74.31,1
410,Gaba Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,74.24,1
411,Galaxy Care Multispeciality Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,74.18,1
412,Galaxy Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,74.12,1
413,Ganadhipati Purushottam Shekhawati Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,74.06,1
414,Gandhi Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,73.99,1
415,Ganga Amrit Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,73.93,1
416,Ganga Care Hospital Ltd. (Care Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,73.87,1
417,Ganga Medical Centre and Hospitals Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,73.80,1
418,Ganga Narayan Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,73.74,1
419,Gangamai Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,73.68,1
420,Gangasheel Advanced Medical Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,73.61,1
421,Gayatri Hospital (A Unit of AAS Medicare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,73.55,1
422,GBH - American Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,73.49,1
423,GBH General and GBH Memorial Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,73.43,1
424,GCS Medical College; Hospital & Research Centre,India,Asia-Pacific,Teaching Hospital,16.800000000000004,73.36,1
425,Geetanjali Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,73.30,1
426,Geetanjali Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,73.24,1
427,GEM Hospital & Research Centre Private Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,73.17,1
428,Gerdi Gutperle Agasthiyar Muni Child Care Centre,India,Asia-Pacific,General Hospital,16.800000000000004,73.11,1
429,GG Hospital (A Unit of Paragon Hospital Kerala Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,73.05,1
430,Gian Sagar Medical College & Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,72.98,1
431,Gitam Institute of Medical Sciences & Research (Deemed To Be University),India,Asia-Pacific,Teaching Hospital,16.800000000000004,72.92,1
432,Gleneagles Aware Hospital (A Unit of Gleneagles Healthcare India Pvt. Ltd.) - (Earlier Certificate issued in the Name of Aware Global Hospitals),India,Asia-Pacific,General Hospital,16.800000000000004,72.86,1
433,Gleneagles BGS Hospital (A Unit of Gleneagles Healthcare India Private Limited) - (Earlier Certificate issued in the name of BGS Gleneagles Global Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,72.80,1
434,Gleneagles HealthCity Chennai (A Unit of Gleneagles Healthcare India Private Limited) - (Earlier Certificate issued in the Name of Gleneagles Global Hospitals and Health City),India,Asia-Pacific,General Hospital,16.800000000000004,72.73,1
435,Gleneagles Hospital - Lakdikapul (A Unit of Gleneagles Healthcare India Private Limited),India,Asia-Pacific,General Hospital,16.800000000000004,72.67,1
436,Global Heart And Super Specialty Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,72.61,1
437,Global Hospital & Research Institute,India,Asia-Pacific,Teaching Hospital,16.800000000000004,72.54,1
438,Global Hospital - Superspeciality & Transplant Centre,India,Asia-Pacific,General Hospital,16.800000000000004,72.48,1
439,Global Specialty Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,72.42,1
440,GMR Varalakshmi Care Hospital; Srikakulam,India,Asia-Pacific,General Hospital,16.800000000000004,72.36,1
441,Godrej Memorial Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,72.29,1
442,Gokul Hospital - Kuvadva Road,India,Asia-Pacific,General Hospital,16.800000000000004,72.23,1
443,Golden Heart Hospital (A Unit of Mediflex Hospital Associates LLP),India,Asia-Pacific,Cardiac Specialty,16.800000000000004,72.17,1
444,Good Samaritan Cancer and General Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,72.10,1
445,Government (CL & SC) Spine Institute and Physiotherapy College,India,Asia-Pacific,Teaching Hospital,16.800000000000004,72.04,1
446,Government Hospital for Mental Care,India,Asia-Pacific,General Hospital,16.800000000000004,71.98,1
447,Government Medical College And Associated Hospitals,India,Asia-Pacific,Teaching Hospital,16.800000000000004,71.91,1
448,Goyal Hospital & Research Centre Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,71.85,1
449,Goyal Hospital & Urology Centre; Krishna Nagar,India,Asia-Pacific,General Hospital,16.800000000000004,71.79,1
450,Grecian Super Specialty Hospital (A Unit of RGS Healthcare Ltd.),India,Asia-Pacific,Multi Specialty,16.800000000000004,71.73,1
451,Green City Hospital (A Unit of Aar Aar Medical Services Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,71.66,1
452,GS Medical College and Hospital,India,Asia-Pacific,Teaching Hospital,16.800000000000004,71.60,1
453,GSLTrust Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,71.54,1
454,Guardian Multispeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,71.47,1
455,Gujarat Adani Institute Of Medical Sciences (G.K.General Hospital),India,Asia-Pacific,Teaching Hospital,16.800000000000004,71.41,1
456,Gujarat Kidney and Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,71.35,1
457,Gupta Hospital & Research Centre,India,Asia-Pacific,General Hospital,16.800000000000004,71.28,1
458,Guru Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,71.22,1
459,Guru Nanak Care Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,71.16,1
460,Guru Nanak Dev Super Speciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,71.10,1
461,Guru Nanak Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,71.03,1
462,Guru Teg Bahadur Sahib Charitable Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.97,1
463,Gurukripa Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,70.91,1
464,Guwahati Metro Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.84,1
465,Hakeem Abdul Hameed Centenary Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.78,1
466,Hamidia Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.72,1
467,Hannah Joseph Hospital Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,70.65,1
468,Haria L.G. Rotary Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.59,1
469,Harish Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.53,1
470,Hasija Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,70.47,1
471,Hayat Hospital Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,70.40,1
472,HCG Aastha Cancer Centre (A Unit of HCG Medi-Surge Hospitals Pvt. Ltd.),India,Asia-Pacific,Cancer Specialty,16.800000000000004,70.34,1
473,HCG Curie City Cancer Centre; Vijaywada,India,Asia-Pacific,Cancer Specialty,16.800000000000004,70.28,1
474,HCG EKO Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,70.21,1
475,HCG Hospitals,India,Asia-Pacific,General Hospital,16.800000000000004,70.15,1
476,HCG Hospitals ( A Unit of Healthcare Global Enterprises Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,70.09,1
477,HCG Hospitals (Unit of HCG Sun Hospitals LLP),India,Asia-Pacific,General Hospital,16.800000000000004,70.03,1
478,HCG Manavata Cancer Centre,India,Asia-Pacific,Cancer Specialty,16.800000000000004,69.96,1
479,HCG NCHRI Cancer Centre (A unit of HCG NCHRI Oncology LLP),India,Asia-Pacific,Cancer Specialty,16.800000000000004,69.90,1
480,HCG Panda Cancer Hospital,India,Asia-Pacific,Cancer Specialty,16.800000000000004,69.84,1
481,HCG Pinnacle Cancer Centre (A Unit of HCG Pinnacle Oncology Pvt Ltd.),India,Asia-Pacific,Cancer Specialty,16.800000000000004,69.77,1
482,Healing Hands Clinic Private Limited,India,Asia-Pacific,General Hospital,16.800000000000004,69.71,1
483,Healing Touch Super Specialty Hospital (A Unit of Blue Heavens Health Care Pvt. Ltd.),India,Asia-Pacific,Multi Specialty,16.800000000000004,69.65,1
484,Healing Tree Hospital (A Unit Of Manjusha Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,69.58,1
485,Health City Hospital (A Unit of North East Health City Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,69.52,1
486,Health1 Superspeciality Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,69.46,1
487,Healthcare Global Enterprises Limited,India,Asia-Pacific,General Hospital,16.800000000000004,69.40,1
488,Healthcare Global Enterprises Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,69.33,1
489,Healthway Hospitals Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,69.27,1
490,Healthworld Hospitals A Unit Of Parashmani Medical Centre Pvt Ltd,India,Asia-Pacific,General Hospital,16.800000000000004,69.21,1
491,Heart & General Hospital,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,69.14,1
492,Heritage Healthcare Private Limited - (Earlier Certificate issued in the Name of Heritage Hospital),India,Asia-Pacific,General Hospital,16.800000000000004,69.08,1
493,Himachal Healthcare Pvt. Ltd.,India,Asia-Pacific,General Hospital,16.800000000000004,69.02,1
494,Himalayan Hospital ( A Constituent unit of Swami Rama Himalayan University),India,Asia-Pacific,General Hospital,16.800000000000004,68.95,1
495,Hindu Mission Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.89,1
496,Hiranandani Hospital (A fortis associate hospital),India,Asia-Pacific,General Hospital,16.800000000000004,68.83,1
497,Holy Cross Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.77,1
498,Holy Family Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.70,1
499,Holy Family Hospital; New Delhi,India,Asia-Pacific,General Hospital,16.800000000000004,68.64,1
500,Holy Heart Super Specialty & Trauma Center,India,Asia-Pacific,Cardiac Specialty,16.800000000000004,68.58,1
501,Holy Spirit Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.51,1
502,Hope and Heal Cancer Hospital and Research Center Pvt. Ltd.,India,Asia-Pacific,Cancer Specialty,16.800000000000004,68.45,1
503,Hope Hospital (Unit of Al Hope Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,68.39,1
504,Horizon Prime Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.32,1
505,Hosmat Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.26,1
506,Human Care Medical Charitable Trust,India,Asia-Pacific,General Hospital,16.800000000000004,68.20,1
507,IBM Hospital and Trauma Centre (A Unit of Gaurav Hospital Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,68.14,1
508,Icon Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,68.07,1
509,IGKC Multispecialty Hospital (A Unit of Institute of Gastro and Kidney Care Pvt. Ltd.),India,Asia-Pacific,Multi Specialty,16.800000000000004,68.01,1
510,IIMT Life Line Hospital,India,Asia-Pacific,General Hospital,16.800000000000004,67.95,1
511,ILS Hospitals Agartala (Unit of GPT Healthcare Pvt. Ltd.),India,Asia-Pacific,General Hospital,16.800000000000004,67.88,1
